,Parameter1,Parameter2,Parameter3,Parameter4,Parameter5,Parameter6,Parameter7,Parameter8,Parameter9,Parameter10,climate model
741,dynamic,No information,No information,No information,No information,No information,fixed long lat,No information,No information,timeframe in years,CNRM-CM3
742,dynamic,No information,No information,No information,No information,No information,fixed long lat,No information,No information,timeframe in years,CNRM-CM3
743,dynamic,No information,No information,No information,No information,No information,fixed long lat,No information,No information,timeframe in years,CNRM-CM3
744,dynamic,No information,No information,No information,No information,No information,fixed long lat,No information,No information,timeframe in years,CNRM-CM3
745,dynamic,No information,No information,No information,No information,No information,fixed long lat,No information,No information,timeframe in years,CNRM-CM3
746,dynamic,No information,No information,No information,No information,No information,fixed long lat,No information,No information,timeframe in years,CNRM-CM3
747,dynamic,No information,No information,No information,No information,No information,fixed long lat,No information,No information,timeframe in years,CNRM-CM3
748,dynamic,No information,No information,No information,No information,No information,fixed long lat,No information,No information,timeframe in years,CNRM-CM3
749,dynamic,No information,No information,No information,No information,No information,fixed long lat,No information,No information,timeframe in years,CNRM-CM3
750,dynamic,No information,No information,No information,No information,No information,fixed long lat,No information,No information,timeframe in years,CSIRO-MK3.0
751,dynamic,No information,No information,No information,No information,No information,fixed long lat,No information,No information,timeframe in years,CSIRO-MK3.0
752,dynamic,No information,No information,No information,No information,No information,fixed long lat,No information,No information,timeframe in years,CSIRO-MK3.0
753,dynamic,No information,No information,No information,No information,No information,fixed long lat,No information,No information,timeframe in years,CSIRO-MK3.0
754,dynamic,No information,No information,No information,No information,No information,fixed long lat,No information,No information,timeframe in years,CSIRO-MK3.0
755,dynamic,No information,No information,No information,No information,No information,fixed long lat,No information,No information,timeframe in years,CSIRO-MK3.0
756,dynamic,No information,No information,No information,No information,No information,fixed long lat,No information,No information,timeframe in years,CSIRO-MK3.0
